parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat,player_id,player_name
z_sigma[43],-0.15790881216526031,0.8932932615280151,-0.17016372084617615,-1.5512956380844116,1.2794588804244995,1268.4161994170477,0.9984661340713501,00-0032782,Wendell Smallwood
z_sigma[44],-0.47232291102409363,0.9524872899055481,-0.4699527323246002,-1.9542568922042847,1.0818928480148315,2209.921187066339,0.9988713264465332,00-0032813,Elijhaa Penny
z_sigma[45],0.08624888211488724,0.9366825222969055,0.08293542265892029,-1.5651261806488037,1.5170637369155884,1542.426324935511,0.998092532157898,00-0032940,DeAndre Washington
z_sigma[46],0.2697400152683258,0.845127522945404,0.25269460678100586,-1.0758357048034668,1.6911481618881226,2195.9850119529005,0.9989023804664612,00-0032972,Devontae Booker
z_sigma[47],-0.43507149815559387,0.912623405456543,-0.4193393588066101,-1.9471549987792969,0.9781680703163147,1533.765630424231,0.9994230270385742,00-0032975,Jonathan Williams
z_sigma[48],-0.7562182545661926,0.9034404158592224,-0.7573214769363403,-2.282954454421997,0.6762803196907043,1810.1116574473128,0.9987185597419739,00-0033025,Jalen Richard
z_sigma[49],-0.35889434814453125,0.6529685258865356,-0.3303343653678894,-1.361796498298645,0.776707649230957,1848.5941420209713,1.0001174211502075,00-0033045,Ezekiel Elliott
z_sigma[50],0.7801317572593689,0.8351990580558777,0.791540265083313,-0.4942997992038727,2.1662940979003906,1938.615939476453,0.9988572001457214,00-0033118,Kenyan Drake
z_sigma[51],0.28984323143959045,1.0166102647781372,0.27236807346343994,-1.3856487274169922,1.8131821155548096,1612.3342062710003,0.9981008172035217,00-0033164,Troymaine Pope
z_sigma[52],0.19517318904399872,0.7669885754585266,0.23674455285072327,-1.0397140979766846,1.4940158128738403,1720.7490869675605,0.9993319511413574,00-0033280,Christian McCaffrey
z_sigma[53],-0.08674624562263489,0.7104673981666565,-0.061683669686317444,-1.3543578386306763,0.9582977890968323,1735.8279318008747,0.9997190237045288,00-0033293,Aaron Jones
z_sigma[54],-1.3277732133865356,0.9826904535293579,-1.3395326137542725,-2.938213348388672,0.2590295374393463,1643.28458579772,1.0011473894119263,00-0033296,Alex Armah
z_sigma[55],-0.31813696026802063,0.7550594806671143,-0.3175559639930725,-1.6619318723678589,0.8148372769355774,1862.6077572849524,0.999459981918335,00-0033308,Matt Breida
z_sigma[56],-0.16428500413894653,0.7355371117591858,-0.16368064284324646,-1.2952568531036377,1.0691696405410767,1941.6443301493455,0.9981523752212524,00-0033526,Samaje Perine
z_sigma[57],0.6878969073295593,0.7409873604774475,0.71477210521698,-0.5295616388320923,1.920093297958374,1455.8988813347983,1.0008904933929443,00-0033553,James Conner
z_sigma[58],-0.21837112307548523,1.0164804458618164,-0.21647575497627258,-1.8471450805664062,1.5185307264328003,1837.877206262556,1.0002151727676392,00-0033556,Tarik Cohen
z_sigma[59],-0.17709176242351532,0.8732764720916748,-0.18936151266098022,-1.515900731086731,1.266699194908142,2009.9478541824003,0.998808741569519,00-0033567,Brian Hill
z_sigma[60],0.04682334512472153,0.9197965264320374,0.07520484179258347,-1.397586703300476,1.6275709867477417,2239.8003615081343,0.9993821978569031,00-0033594,Chris Carson
z_sigma[61],0.37423303723335266,0.6707203984260559,0.37971627712249756,-0.7167298793792725,1.4719839096069336,1529.7441955352872,0.998373806476593,00-0033699,Austin Ekeler
z_sigma[62],-0.22919680178165436,0.931833028793335,-0.23360197246074677,-1.7697845697402954,1.2078678607940674,2146.777253139813,0.9998905658721924,00-0033725,Corey Clement
z_sigma[63],-0.2908128499984741,0.806186854839325,-0.29681265354156494,-1.5327845811843872,1.0351283550262451,2124.088099158964,0.9983484745025635,00-0033854,Dare Ogunbowale
z_sigma[64],0.8591274619102478,0.7803257703781128,0.8620023727416992,-0.45697829127311707,2.0664875507354736,2247.0600322153664,0.9990296959877014,00-0033856,Leonard Fournette
z_sigma[65],0.13097481429576874,0.7450979351997375,0.09804277122020721,-1.0558263063430786,1.3215327262878418,2168.265856687156,0.9996540546417236,00-0033893,Dalvin Cook
z_sigma[66],-0.19546177983283997,0.6989811062812805,-0.1758885383605957,-1.3717702627182007,0.8702064156532288,2043.511928555112,0.9981134533882141,00-0033897,Joe Mixon
z_sigma[67],-0.05684420093894005,0.7462006211280823,-0.08792279660701752,-1.2235432863235474,1.1407941579818726,1953.107031131289,0.9982553124427795,00-0033906,Alvin Kamara
z_sigma[68],0.5833611488342285,0.6977059245109558,0.5813001394271851,-0.5347276926040649,1.7035422325134277,1422.80017403608,0.9990749359130859,00-0033923,Kareem Hunt
z_sigma[69],0.775188148021698,0.7354651093482971,0.7816265821456909,-0.46187859773635864,1.9655002355575562,1598.452072409947,1.000529170036316,00-0033925,D'Onta Foreman
z_sigma[70],0.1768895387649536,0.754061758518219,0.1854943186044693,-0.9882539510726929,1.3950201272964478,2149.841028915978,0.9986029863357544,00-0033948,Jamaal Williams
z_sigma[71],0.6559455990791321,0.8649203777313232,0.6653941869735718,-0.7835622429847717,2.1143107414245605,1814.5509508519508,0.9990636110305786,00-0033950,Wayne Gallman
z_sigma[72],0.07408896833658218,0.9538541436195374,0.06913763284683228,-1.5820467472076416,1.5317925214767456,1464.3170915126725,0.9986006021499634,00-0033951,Marlon Mack
z_sigma[73],-0.3809225857257843,0.7829621434211731,-0.3865310549736023,-1.6677182912826538,0.8691068291664124,1887.8544980682084,0.9996921420097351,00-0033955,Jeremy McNichols
z_sigma[74],-0.6145772337913513,0.8886528015136719,-0.6344584822654724,-1.9311268329620361,1.015716314315796,1863.7606165054688,0.9987410306930542,00-0034109,Phillip Lindsay
z_sigma[75],0.5284270644187927,0.7304598689079285,0.5344914197921753,-0.7635967135429382,1.658739447593689,1809.8887678390383,0.9982357025146484,00-0034115,Jeffery Wilson
z_sigma[76],-0.23717312514781952,0.9394400119781494,-0.24984699487686157,-1.803870439529419,1.2783442735671997,1787.952649490947,0.9999550580978394,00-0034164,Trenton Cannon
z_sigma[77],0.2449851781129837,0.7220596075057983,0.2712808847427368,-0.9955148100852966,1.3350656032562256,2164.9318076659024,0.9986523985862732,00-0034184,Gus Edwards
